Wind Average ( MPH ),AC Output Total Power (Active)(W)
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,0.0
9.0,0.0
10.0,10.724117647058824
11.0,9.513529411764706
12.0,35.09080000000001
13.0,44.37307692307692
14.0,7.9322222222222205
15.0,57.865
16.0,150.44000000000003
17.0,110.43375
18.0,263.68111111111114
19.0,262.6857142857143
20.0,226.32
21.0,268.11800000000005
22.0,322.3933333333334
23.0,201.59874999999997
24.0,514.9150000000001
25.0,282.8533333333333
26.0,340.32
27.0,258.57
